predictions,truth,fold
0.022667836162858945,0,3
0.09364795661203734,0,3
0.00010234389855749811,0,3
0.0023666983496571747,0,3
0.004684318308888637,0,3
0.004357023485535685,0,3
0.008747225876028077,0,3
0.00010815030500197227,0,3
0.0002390479079249116,0,3
0.0001857208483326474,0,3
0.00462584743979267,0,3
0.031719420983018526,0,3
0.0017991346504309536,0,3
0.00014990313179909402,0,3
0.0001968538836226815,0,3
0.000432821341643136,0,3
0.026044876427390336,0,3
0.002928603896951022,0,3
0.013063952452060639,0,3
0.0008087564167163988,0,3
0.018558164128937862,0,3
0.0004409047239023897,0,3
0.004061561832784048,0,3
